antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
illuminance/f4-5c-89-92-6c-8d/1_1,micromotion/f4-5c-89-92-6c-8d/1_ON,0.08053282256660282,0.05942016367752046,0.028121191015148875,0.3491891891891892,5.876611028611028,0.023335917516828623,1.4452431039838765
micromotion/f4-5c-89-92-6c-8d/1_ON,illuminance/f4-5c-89-92-6c-8d/1_1,0.05942016367752046,0.08053282256660282,0.028121191015148875,0.47326007326007324,5.876611028611028,0.023335917516828623,1.7455809418589527
micromotion/f4-5c-89-92-6c-8d/10_ON,micromotion/f4-5c-89-92-6c-8d/1_ON,0.06747344593418074,0.05942016367752046,0.04975622496952812,0.7374193548387097,12.410254519673874,0.04574694176823277,3.582060801719517
micromotion/f4-5c-89-92-6c-8d/1_ON,micromotion/f4-5c-89-92-6c-8d/10_ON,0.05942016367752046,0.06747344593418074,0.04975622496952812,0.8373626373626373,12.410254519673874,0.04574694176823277,5.733778136485777
micromotion/f4-5c-89-92-6c-8d/13_ON,micromotion/f4-5c-89-92-6c-8d/1_ON,0.11017760752220095,0.05942016367752046,0.047579662197457774,0.43184512050572893,7.2676528265623475,0.04103289072489098,1.6554990025954075
micromotion/f4-5c-89-92-6c-8d/1_ON,micromotion/f4-5c-89-92-6c-8d/13_ON,0.05942016367752046,0.11017760752220095,0.047579662197457774,0.8007326007326007,7.2676528265623475,0.04103289072489098,4.465468991662482
illuminance/f4-5c-89-92-6c-8d/10_1,micromotion/f4-5c-89-92-6c-8d/1_ON,0.11544488943061118,0.05942016367752046,0.0232456904057113,0.20135746606334842,3.3887060149503587,0.01638593618001113,1.1777231944887703
micromotion/f4-5c-89-92-6c-8d/1_ON,illuminance/f4-5c-89-92-6c-8d/10_1,0.05942016367752046,0.11544488943061118,0.0232456904057113,0.3912087912087912,3.3887060149503587,0.01638593618001113,1.452969585953328
micromotion/f4-5c-89-92-6c-8d/11_ON,micromotion/f4-5c-89-92-6c-8d/1_ON,0.061596726449590807,0.05942016367752046,0.025552846944105867,0.41484098939929326,6.981485134417996,0.021892759376471727,1.6073918700438508
micromotion/f4-5c-89-92-6c-8d/1_ON,micromotion/f4-5c-89-92-6c-8d/11_ON,0.05942016367752046,0.061596726449590807,0.025552846944105867,0.43003663003663,6.981485134417996,0.021892759376471727,1.6464273372703195
micromotion/f4-5c-89-92-6c-8d/15_ON,micromotion/f4-5c-89-92-6c-8d/1_ON,0.1262406407800801,0.05942016367752046,0.024943409367926172,0.19758620689655174,3.3252383478590377,0.01744216983001875,1.1721880212011992
micromotion/f4-5c-89-92-6c-8d/1_ON,micromotion/f4-5c-89-92-6c-8d/15_ON,0.05942016367752046,0.1262406407800801,0.024943409367926172,0.4197802197802198,3.3252383478590377,0.01744216983001875,1.5059110168373622
micromotion/f4-5c-89-92-6c-8d/1_ON,micromotion/f4-5c-89-92-6c-8d/8_ON,0.05942016367752046,0.38864704858088106,0.022157409019676128,0.3728937728937729,0.9594663699502409,-0.00093606221978507,0.9748794143540856
micromotion/f4-5c-89-92-6c-8d/5_ON,micromotion/f4-5c-89-92-6c-8d/1_ON,0.06642869580358697,0.05942016367752046,0.036392129549016196,0.5478374836173002,9.21972357044441,0.03244492557148284,2.080180913374064
micromotion/f4-5c-89-92-6c-8d/1_ON,micromotion/f4-5c-89-92-6c-8d/5_ON,0.05942016367752046,0.06642869580358697,0.036392129549016196,0.6124542124542125,9.21972357044441,0.03244492557148284,2.408931626140083
micromotion/f4-5c-89-92-6c-8d/10_ON;illuminance/f4-5c-89-92-6c-8d/1_1,micromotion/f4-5c-89-92-6c-8d/1_ON,0.023811596726449592,0.05942016367752046,0.023463346682918336,0.9853747714808043,16.583171612056436,0.022048457708009592,64.31214630854926
micromotion/f4-5c-89-92-6c-8d/10_ON;micromotion/f4-5c-89-92-6c-8d/1_ON,illuminance/f4-5c-89-92-6c-8d/1_1,0.04975622496952812,0.08053282256660282,0.023463346682918336,0.4715660542432196,5.8555758908514814,0.019456337445863354,1.7399850725271075
illuminance/f4-5c-89-92-6c-8d/1_1;micromotion/f4-5c-89-92-6c-8d/1_ON,micromotion/f4-5c-89-92-6c-8d/10_ON,0.028121191015148875,0.06747344593418074,0.023463346682918336,0.8343653250773995,12.365832417856788,0.02156591302135292,5.630020130154389
micromotion/f4-5c-89-92-6c-8d/10_ON,illuminance/f4-5c-89-92-6c-8d/1_1;micromotion/f4-5c-89-92-6c-8d/1_ON,0.06747344593418074,0.028121191015148875,0.023463346682918336,0.347741935483871,12.365832417856788,0.02156591302135292,1.4900219128847867
illuminance/f4-5c-89-92-6c-8d/1_1,micromotion/f4-5c-89-92-6c-8d/10_ON;micromotion/f4-5c-89-92-6c-8d/1_ON,0.08053282256660282,0.04975622496952812,0.023463346682918336,0.2913513513513514,5.855575890851482,0.019456337445863354,1.3409237099972333
micromotion/f4-5c-89-92-6c-8d/1_ON,micromotion/f4-5c-89-92-6c-8d/10_ON;illuminance/f4-5c-89-92-6c-8d/1_1,0.05942016367752046,0.023811596726449592,0.023463346682918336,0.39487179487179486,16.583171612056436,0.022048457708009592,1.6131927003249347
illuminance/f4-5c-89-92-6c-8d/1_1;micromotion/f4-5c-89-92-6c-8d/13_ON,micromotion/f4-5c-89-92-6c-8d/1_ON,0.023898659237332406,0.05942016367752046,0.022462127807765978,0.9398907103825137,15.817706519345863,0.0210420655642104,15.647828186092172
